applicant_id,full_name,age,gender,marital_status,education_level,city,state,employment_type,years_employed,annual_income_inr,monthly_expenses_inr,loan_purpose,loan_amount_inr,loan_tenure_months,credit_score,debt_to_income_ratio,existing_loans,previous_defaults,property_ownership,has_collateral,collateral_value_inr,co_applicant,bank_account_age_years,num_credit_inquiries_6m,savings_balance_inr,risk_level,approval_status,interest_rate_pct,application_date,processing_branch,income_to_loan_ratio,savings_months_cover,age_group,application_month
LOAN100093,Sunita Agarwal,49,Other,Divorced,Master's,Mumbai,Maharashtra,Self-Employed,6.8,1023105,53143,Business Loan,4266021,240,593,0.528,5,1,Owned,Yes,5153201,Yes,9.8,2,211313,medium,Under Review,0.0,2026-04-20,Chennai,0.2398,3.98,41–50,2026-04
LOAN100094,Suresh Malhotra,22,Male,Divorced,Master's,Ahmedabad,Gujarat,Business Owner,3.4,2574089,73145,Car Loan,1724699,60,782,0.339,1,0,Rented,Yes,1736079,No,6.3,7,6084390,low,Approved,10.55,2025-11-07,Ahmedabad,1.4925,83.18,21–30,2025-11
LOAN100095,Neha Patel,25,Male,Divorced,Diploma,Lucknow,Uttar Pradesh,Salaried,15.9,838330,38299,Education Loan,1468652,120,804,0.246,2,0,Company Provided,No,0,Yes,22.8,7,1784515,low,Approved,9.65,2025-11-20,Hyderabad,0.5708,46.59,21–30,2025-11
LOAN100096,Sneha Singh,42,Male,Married,PhD,Bangalore,Karnataka,Unemployed,0.0,30117,872,Business Loan,4958043,48,445,0.749,3,3,Owned,No,0,No,7.3,0,24982,high,Rejected,0.0,2026-03-24,Ahmedabad,0.0061,28.65,41–50,2026-03
LOAN100097,Rajesh Shah,55,Other,Divorced,Master's,Delhi,Delhi,Salaried,3.5,819164,42047,Personal Loan,307781,180,714,0.534,1,0,Parental,Yes,412907,Yes,19.7,7,809075,medium,Under Review,0.0,2026-03-09,Bangalore,2.6615,19.24,51–64,2026-03
LOAN100098,Meera Mehta,23,Other,Divorced,Bachelor's,Surat,Gujarat,Unemployed,0.0,6028,223,Home Loan,5996143,240,610,0.472,5,3,Rented,Yes,5182837,No,24.9,4,14948,high,Rejected,0.0,2025-11-19,Mumbai,0.001,67.03,21–30,2025-11
LOAN100099,Ananya Reddy,39,Female,Single,Master's,Jaipur,Rajasthan,Salaried,18.1,763060,25602,Gold Loan,310120,84,552,0.601,1,1,Parental,Yes,301026,Yes,22.8,5,1888742,high,Rejected,0.0,2026-01-29,Kolkata,2.4605,73.77,31–40,2026-01
LOAN100100,Priya Gupta,21,Other,Single,High School,Surat,Gujarat,Freelancer,4.3,286623,9179,Home Loan,3134375,60,733,0.414,0,0,Rented,No,0,No,21.0,7,188156,low,Approved,11.91,2025-11-06,Pune,0.0914,20.5,21–30,2025-11
LOAN100101,Rekha Nair,28,Other,Single,PhD,Ahmedabad,Gujarat,Salaried,14.5,709064,37145,Gold Loan,162520,36,633,0.26,2,1,Parental,No,0,No,10.0,1,1353703,medium,Approved,13.14,2026-01-14,Hyderabad,4.3629,36.44,21–30,2026-01
LOAN100102,Suman Singh,64,Female,Single,Bachelor's,Jaipur,Rajasthan,Salaried,13.0,638105,32689,Education Loan,2112154,24,697,0.464,5,1,Parental,Yes,1757020,Yes,7.4,5,1776317,medium,Approved,12.88,2026-01-27,Pune,0.3021,54.34,51–64,2026-01
LOAN100103,Rajesh Verma,43,Female,Divorced,High School,Pune,Maharashtra,Salaried,3.2,795908,34582,Education Loan,1556898,36,637,0.463,5,0,Rented,Yes,1566994,Yes,1.5,5,1384497,medium,Under Review,0.0,2026-01-24,Delhi,0.5112,40.04,41–50,2026-01
LOAN100104,Meera Shah,50,Female,Married,High School,Rajkot,Gujarat,Business Owner,18.2,2289791,71087,Car Loan,619446,84,791,0.174,2,0,Owned,Yes,565348,No,16.3,2,608572,low,Approved,9.55,2025-11-14,Delhi,3.6965,8.56,41–50,2025-11
LOAN100105,Pooja Shah,58,Male,Married,Bachelor's,Hyderabad,Telangana,Business Owner,10.0,818405,33714,Home Loan,6221580,48,589,0.54,1,1,Parental,Yes,5998679,No,17.5,6,408846,medium,Approved,15.42,2025-12-10,Hyderabad,0.1315,12.13,51–64,2025-12
LOAN100106,Karan Rao,44,Male,Divorced,Master's,Bangalore,Karnataka,Business Owner,5.3,1551702,62732,Education Loan,1630799,36,708,0.102,0,0,Parental,Yes,2036194,No,12.4,1,575768,low,Approved,10.85,2025-11-20,Delhi,0.9515,9.18,41–50,2025-11
LOAN100107,Aarav Pillai,63,Other,Single,PhD,Lucknow,Uttar Pradesh,Business Owner,14.8,2089933,92577,Car Loan,821120,240,657,0.329,3,1,Rented,No,0,Yes,14.0,2,3455149,medium,Approved,13.0,2025-12-17,Kolkata,2.5452,37.32,51–64,2025-12
LOAN100108,Sanjay Pillai,60,Male,Widowed,Bachelor's,Nagpur,Maharashtra,Self-Employed,15.6,322070,13442,Personal Loan,120883,120,674,0.339,4,1,Rented,No,0,Yes,19.1,0,149470,medium,Under Review,0.0,2026-03-25,Bangalore,2.6643,11.12,51–64,2026-03
LOAN100109,Suresh Chaudhary,49,Male,Single,Bachelor's,Kolkata,West Bengal,Unemployed,0.0,71743,2677,Business Loan,3106789,36,488,0.731,2,1,Owned,Yes,2573334,Yes,13.2,1,171093,high,Rejected,0.0,2026-01-25,Kolkata,0.0231,63.91,41–50,2026-01
LOAN100110,Karan Nair,42,Other,Married,Master's,Nagpur,Maharashtra,Freelancer,6.8,296401,13868,Home Loan,6841639,12,469,0.841,5,2,Parental,Yes,8507556,Yes,13.2,0,343875,high,Rejected,0.0,2026-03-08,Pune,0.0433,24.8,41–50,2026-03
LOAN100111,Sneha Joshi,54,Male,Divorced,Diploma,Ahmedabad,Gujarat,Business Owner,17.8,1882616,56493,Personal Loan,245795,180,720,0.377,0,0,Rented,Yes,220546,No,15.2,5,4631268,low,Approved,11.98,2025-11-16,Chennai,7.6593,81.98,51–64,2025-11
LOAN100112,Meera Patel,42,Male,Married,Diploma,Bangalore,Karnataka,Freelancer,9.8,351651,16170,Personal Loan,226870,24,658,0.443,3,0,Owned,Yes,246750,Yes,1.9,7,285493,medium,Approved,13.55,2026-03-19,Pune,1.55,17.66,41–50,2026-03
LOAN100113,Rohan Mehta,21,Female,Widowed,Master's,Nagpur,Maharashtra,Unemployed,0.0,4886,149,Business Loan,2022827,12,732,0.407,0,0,Company Provided,Yes,2019627,Yes,20.0,2,12070,low,Approved,11.89,2026-03-19,Ahmedabad,0.0024,81.01,21–30,2026-03
LOAN100114,Amit Verma,46,Male,Single,Diploma,Mumbai,Maharashtra,Self-Employed,12.1,425294,18042,Gold Loan,107459,84,524,0.815,4,3,Company Provided,No,0,Yes,15.3,5,243861,high,Rejected,0.0,2025-11-28,Mumbai,3.9577,13.52,41–50,2025-11
LOAN100115,Shreya Malhotra,34,Male,Widowed,PhD,Lucknow,Uttar Pradesh,Unemployed,0.0,37002,1443,Business Loan,4611090,24,413,0.442,3,3,Owned,No,0,No,6.1,6,89425,high,Rejected,0.0,2026-01-27,Hyderabad,0.008,61.97,31–40,2026-01
LOAN100116,Suman Singh,35,Female,Widowed,Bachelor's,Chennai,Tamil Nadu,Unemployed,0.0,54973,1720,Gold Loan,342443,24,749,0.249,0,0,Owned,Yes,329690,Yes,13.2,6,63567,low,Approved,10.77,2026-03-13,Hyderabad,0.1605,36.96,31–40,2026-03
LOAN100117,Shreya Nair,37,Other,Widowed,Diploma,Chennai,Tamil Nadu,Freelancer,13.2,376187,14586,Personal Loan,61039,24,696,0.312,2,1,Company Provided,Yes,72958,Yes,9.6,3,634623,medium,Approved,12.14,2026-03-01,Ahmedabad,6.1631,43.51,31–40,2026-03
LOAN100118,Meera Bose,61,Other,Married,High School,Rajkot,Gujarat,Unemployed,0.0,18657,599,Personal Loan,238609,120,580,0.544,5,1,Company Provided,No,0,No,20.1,6,34727,medium,Under Review,0.0,2025-11-10,Mumbai,0.0782,57.97,51–64,2025-11
LOAN100119,Rohan Nair,28,Male,Divorced,High School,Kolkata,West Bengal,Self-Employed,16.6,804989,36466,Education Loan,1894691,12,748,0.382,0,0,Company Provided,Yes,2093186,No,15.5,3,1277490,low,Approved,11.45,2025-12-03,Mumbai,0.4249,35.03,21–30,2025-12
LOAN100120,Arjun Patel,54,Other,Married,PhD,Lucknow,Uttar Pradesh,Self-Employed,4.4,371201,11377,Gold Loan,134997,180,610,0.598,3,3,Owned,Yes,156961,No,6.4,4,18874,high,Rejected,0.0,2026-03-25,Delhi,2.7497,1.66,51–64,2026-03
LOAN100121,Rohan Malhotra,42,Female,Divorced,Bachelor's,Bangalore,Karnataka,Business Owner,8.4,1392836,79544,Education Loan,2347491,84,607,0.518,5,1,Parental,Yes,1990747,Yes,15.4,5,868919,medium,Approved,14.95,2026-01-21,Mumbai,0.5933,10.92,41–50,2026-01
LOAN100122,Priya Pillai,51,Female,Divorced,Master's,Surat,Gujarat,Business Owner,11.4,1190298,68087,Car Loan,541022,120,507,0.628,1,3,Company Provided,No,0,Yes,19.1,2,3434788,high,Rejected,0.0,2026-01-07,Kolkata,2.2001,50.45,51–64,2026-01
LOAN100123,Manoj Joshi,56,Female,Widowed,Bachelor's,Mumbai,Maharashtra,Unemployed,0.0,41960,1771,Home Loan,4167579,180,625,0.297,2,1,Owned,Yes,3976985,No,6.6,3,13610,medium,Approved,13.48,2025-11-13,Hyderabad,0.0101,7.68,51–64,2025-11
LOAN100124,Geeta Mehta,58,Female,Married,Diploma,Indore,Madhya Pradesh,Salaried,7.4,858697,42517,Business Loan,529150,36,759,0.267,2,0,Parental,Yes,491024,Yes,6.1,5,2157969,low,Approved,10.66,2025-11-27,Hyderabad,1.6228,50.76,51–64,2025-11
LOAN100125,Suman Malhotra,28,Male,Widowed,Bachelor's,Lucknow,Uttar Pradesh,Self-Employed,13.7,1132907,51761,Home Loan,5118958,24,773,0.422,1,0,Company Provided,Yes,4118900,No,12.5,2,3346566,low,Approved,11.15,2025-12-25,Ahmedabad,0.2213,64.65,21–30,2025-12
LOAN100126,Divya Mishra,32,Other,Married,Master's,Kolkata,West Bengal,Freelancer,16.1,616062,35454,Car Loan,607616,36,779,0.119,2,0,Company Provided,Yes,499942,No,17.4,0,52284,low,Approved,9.52,2026-03-12,Pune,1.0139,1.47,31–40,2026-03
LOAN100127,Neha Nair,57,Male,Divorced,Master's,Rajkot,Gujarat,Unemployed,0.0,48849,2781,Home Loan,3376098,84,495,0.563,3,3,Parental,No,0,No,5.0,3,63534,high,Rejected,0.0,2026-01-17,Hyderabad,0.0145,22.85,51–64,2026-01
LOAN100128,Geeta Nair,25,Male,Widowed,Master's,Jaipur,Rajasthan,Business Owner,11.6,1369541,43189,Education Loan,1565931,60,498,0.603,2,2,Rented,Yes,2145221,No,20.2,4,781996,high,Rejected,0.0,2025-12-28,Bangalore,0.8746,18.11,21–30,2025-12
LOAN100129,Suman Kapoor,57,Male,Widowed,High School,Chennai,Tamil Nadu,Unemployed,0.0,54765,2629,Business Loan,983274,84,422,0.753,1,1,Owned,No,0,Yes,20.4,0,79726,high,Rejected,0.0,2025-11-24,Delhi,0.0557,30.33,51–64,2025-11
LOAN100130,Aarav Agarwal,25,Male,Divorced,PhD,Surat,Gujarat,Freelancer,7.5,489732,15491,Gold Loan,204483,84,706,0.191,1,0,Rented,Yes,200475,No,9.2,3,997054,low,Approved,11.33,2025-12-31,Kolkata,2.395,64.36,21–30,2025-12
LOAN100131,Rekha Reddy,31,Female,Widowed,High School,Rajkot,Gujarat,Salaried,19.2,882513,24390,Education Loan,485883,60,729,0.262,0,0,Parental,No,0,Yes,8.2,1,1744188,low,Approved,11.23,2026-02-25,Pune,1.8163,71.51,31–40,2026-02
LOAN100132,Sneha Sharma,49,Male,Married,Bachelor's,Kolkata,West Bengal,Business Owner,10.7,1034959,58317,Education Loan,352941,84,566,0.737,3,1,Owned,No,0,Yes,4.6,4,366248,high,Rejected,0.0,2026-04-18,Kolkata,2.9324,6.28,41–50,2026-04
LOAN100133,Karan Shah,41,Male,Single,Master's,Surat,Gujarat,Unemployed,0.0,16130,569,Home Loan,2563763,12,610,0.747,5,1,Rented,Yes,2200415,No,11.4,2,6821,high,Rejected,0.0,2025-12-21,Bangalore,0.0063,11.99,41–50,2025-12
LOAN100134,Lata Nair,45,Other,Widowed,Diploma,Kolkata,West Bengal,Salaried,6.8,732598,41991,Home Loan,4899925,84,786,0.401,1,0,Rented,Yes,6907075,No,16.0,7,1410808,low,Approved,10.79,2025-12-11,Pune,0.1495,33.6,41–50,2025-12
LOAN100135,Rohan Bose,52,Female,Divorced,Master's,Hyderabad,Telangana,Unemployed,0.0,36155,1216,Gold Loan,294099,240,646,0.374,3,0,Parental,No,0,Yes,0.5,5,88773,medium,Approved,13.45,2026-03-31,Hyderabad,0.1229,73.0,51–64,2026-03
LOAN100136,Kavya Iyer,22,Other,Married,High School,Vadodara,Gujarat,Business Owner,18.5,1895474,82024,Education Loan,1209112,240,704,0.103,1,0,Rented,Yes,975019,No,22.1,4,2538918,low,Approved,10.94,2026-03-02,Bangalore,1.5677,30.95,21–30,2026-03
LOAN100137,Shreya Nair,26,Female,Divorced,Master's,Bangalore,Karnataka,Freelancer,8.7,651365,20366,Education Loan,1635747,48,594,0.518,3,3,Owned,Yes,2224569,Yes,3.8,2,244620,high,Rejected,0.0,2026-01-08,Kolkata,0.3982,12.01,21–30,2026-01
LOAN100138,Priya Iyer,50,Female,Married,Master's,Ahmedabad,Gujarat,Business Owner,0.9,1403773,69117,Gold Loan,81530,180,568,0.485,3,1,Rented,Yes,66487,Yes,4.2,5,2114165,high,Rejected,0.0,2026-02-06,Pune,17.2179,30.59,41–50,2026-02
LOAN100139,Suresh Verma,47,Male,Divorced,Master's,Hyderabad,Telangana,Business Owner,15.9,2405767,65868,Education Loan,1826055,84,797,0.262,2,0,Company Provided,No,0,Yes,5.2,0,6092703,low,Approved,9.87,2026-01-27,Mumbai,1.3175,92.5,41–50,2026-01
LOAN100140,Nikhil Kumar,53,Other,Married,Master's,Bangalore,Karnataka,Salaried,19.5,416766,15824,Gold Loan,240859,48,679,0.404,5,0,Parental,No,0,No,4.4,6,916176,medium,Under Review,0.0,2025-12-15,Delhi,1.7303,57.9,51–64,2025-12
LOAN100141,Kavya Reddy,35,Male,Married,Bachelor's,Rajkot,Gujarat,Business Owner,17.8,2631485,117074,Education Loan,493223,60,673,0.329,5,1,Company Provided,Yes,476047,Yes,0.7,4,457563,medium,Under Review,0.0,2025-11-09,Kolkata,5.3353,3.91,31–40,2025-11
LOAN100142,Rohan Shah,46,Female,Single,High School,Bangalore,Karnataka,Unemployed,0.0,38908,1433,Car Loan,913432,84,799,0.37,2,0,Rented,No,0,Yes,3.6,2,28651,low,Approved,10.37,2025-12-13,Hyderabad,0.0426,19.99,41–50,2025-12
LOAN100143,Anil Patel,30,Female,Widowed,PhD,Nagpur,Maharashtra,Freelancer,7.9,359761,12528,Gold Loan,97191,48,610,0.41,2,2,Company Provided,No,0,Yes,14.4,2,594929,high,Rejected,0.0,2026-02-11,Kolkata,3.7016,47.49,21–30,2026-02
LOAN100144,Divya Bose,60,Male,Widowed,Diploma,Kolkata,West Bengal,Business Owner,10.9,968043,52691,Business Loan,3724264,240,720,0.314,4,0,Parental,No,0,Yes,8.4,3,229288,medium,Approved,11.67,2025-12-18,Pune,0.2599,4.35,51–64,2025-12
LOAN100145,Rajesh Reddy,25,Male,Single,PhD,Chennai,Tamil Nadu,Self-Employed,3.5,347102,16300,Business Loan,5553127,180,763,0.368,0,0,Owned,No,0,Yes,4.9,7,49377,low,Approved,11.08,2026-04-07,Kolkata,0.0625,3.03,21–30,2026-04
LOAN100146,Ananya Rao,49,Male,Single,High School,Lucknow,Uttar Pradesh,Self-Employed,16.8,868798,48658,Home Loan,6513103,12,634,0.478,1,1,Rented,Yes,7901765,No,23.2,2,2176016,medium,Approved,14.21,2026-01-05,Mumbai,0.1334,44.72,41–50,2026-01
LOAN100147,Ananya Singh,41,Female,Single,Diploma,Ahmedabad,Gujarat,Business Owner,16.0,1682014,95907,Business Loan,1122809,120,652,0.579,2,1,Owned,No,0,Yes,18.3,3,2722171,medium,Rejected,0.0,2026-03-17,Chennai,1.498,28.38,41–50,2026-03
LOAN100148,Geeta Kumar,60,Other,Divorced,Master's,Delhi,Delhi,Unemployed,0.0,9973,482,Gold Loan,370711,48,761,0.3,2,0,Company Provided,Yes,441405,Yes,4.6,4,5805,low,Approved,10.78,2026-01-22,Hyderabad,0.0269,12.04,51–64,2026-01
LOAN100149,Divya Agarwal,30,Other,Widowed,Bachelor's,Surat,Gujarat,Self-Employed,18.1,610340,27636,Business Loan,4593373,180,792,0.427,0,0,Rented,Yes,4718578,No,19.3,4,1698047,low,Approved,10.79,2026-02-28,Hyderabad,0.1329,61.44,21–30,2026-02
LOAN100150,Anil Iyer,58,Male,Divorced,Diploma,Chennai,Tamil Nadu,Freelancer,1.2,493935,15885,Education Loan,462814,120,597,0.4,2,3,Parental,Yes,537941,Yes,19.4,1,1399256,high,Rejected,0.0,2026-02-23,Bangalore,1.0672,88.09,51–64,2026-02
LOAN100151,Karan Iyer,63,Male,Widowed,PhD,Hyderabad,Telangana,Salaried,3.2,640418,35604,Home Loan,7469955,180,650,0.392,3,1,Owned,No,0,No,19.9,2,358674,medium,Under Review,0.0,2025-11-09,Delhi,0.0857,10.07,51–64,2025-11
LOAN100152,Ananya Reddy,44,Female,Widowed,Master's,Vadodara,Gujarat,Unemployed,0.0,11268,631,Gold Loan,95263,60,580,0.265,1,0,Owned,No,0,Yes,18.8,4,28800,medium,Approved,14.23,2026-05-02,Pune,0.1183,45.64,41–50,2026-05
LOAN100153,Sunita Mishra,48,Female,Single,Diploma,Delhi,Delhi,Salaried,11.0,690294,27196,Personal Loan,397745,240,657,0.266,2,0,Company Provided,Yes,360849,Yes,3.7,0,202606,medium,Approved,12.69,2025-12-09,Mumbai,1.7355,7.45,41–50,2025-12
LOAN100154,Manoj Verma,48,Male,Widowed,PhD,Surat,Gujarat,Unemployed,0.0,14242,450,Education Loan,2410461,60,751,0.13,2,0,Company Provided,No,0,Yes,14.2,4,42603,low,Approved,10.13,2025-12-21,Chennai,0.0059,94.67,41–50,2025-12
LOAN100155,Kavya Agarwal,52,Female,Divorced,Diploma,Indore,Madhya Pradesh,Self-Employed,6.8,425239,15177,Home Loan,3447373,60,726,0.372,0,0,Owned,Yes,3029451,No,4.6,5,459965,low,Approved,11.84,2026-01-11,Bangalore,0.1234,30.31,51–64,2026-01
LOAN100156,Geeta Patel,49,Male,Married,Bachelor's,Vadodara,Gujarat,Freelancer,7.8,569979,14510,Home Loan,2864386,48,756,0.17,0,0,Owned,Yes,2463572,No,11.5,4,66748,low,Approved,10.23,2026-03-12,Chennai,0.199,4.6,41–50,2026-03
LOAN100157,Manoj Sharma,39,Female,Single,Bachelor's,Jaipur,Rajasthan,Self-Employed,11.2,608839,18677,Business Loan,5101106,240,666,0.55,2,0,Parental,No,0,Yes,19.8,5,1140353,medium,Rejected,0.0,2026-04-21,Kolkata,0.1194,61.06,31–40,2026-04
LOAN100158,Aarav Iyer,50,Other,Widowed,Diploma,Indore,Madhya Pradesh,Salaried,13.4,757029,43650,Home Loan,4929710,120,713,0.331,1,0,Owned,Yes,6926230,No,12.4,2,1371330,low,Approved,11.89,2026-04-12,Bangalore,0.1536,31.42,41–50,2026-04
LOAN100159,Sanjay Iyer,49,Female,Widowed,Master's,Ahmedabad,Gujarat,Self-Employed,14.4,397478,19799,Business Loan,1500604,180,843,0.296,2,0,Owned,No,0,No,17.3,6,436576,low,Approved,9.12,2026-02-16,Chennai,0.2649,22.05,41–50,2026-02
LOAN100160,Vinod Sharma,53,Other,Divorced,Diploma,Indore,Madhya Pradesh,Unemployed,0.0,60259,1811,Personal Loan,199766,12,761,0.319,2,0,Company Provided,No,0,Yes,2.7,6,70955,low,Approved,10.88,2025-11-12,Chennai,0.3016,39.18,51–64,2025-11
LOAN100161,Vivek Kapoor,49,Other,Married,Diploma,Jaipur,Rajasthan,Freelancer,6.6,261199,9220,Car Loan,1373958,36,698,0.421,1,0,Rented,Yes,1298019,No,24.9,6,764932,medium,Approved,12.64,2026-03-28,Bangalore,0.1901,82.96,41–50,2026-03
LOAN100162,Anil Verma,57,Other,Single,Bachelor's,Delhi,Delhi,Business Owner,14.5,1209332,65712,Home Loan,2774735,240,837,0.287,2,0,Company Provided,No,0,No,7.9,2,2720451,low,Approved,9.2,2025-11-22,Ahmedabad,0.4358,41.4,51–64,2025-11
LOAN100163,Shreya Joshi,54,Other,Married,Diploma,Jaipur,Rajasthan,Self-Employed,1.0,870108,41689,Car Loan,657274,24,548,0.459,3,2,Parental,Yes,804452,Yes,17.4,7,1266856,high,Rejected,0.0,2025-12-27,Kolkata,1.3238,30.39,51–64,2025-12
LOAN100164,Kavya Sharma,41,Female,Widowed,Diploma,Bangalore,Karnataka,Business Owner,3.2,2653671,132008,Car Loan,1545329,120,610,0.621,2,3,Rented,No,0,Yes,2.1,1,7390352,high,Rejected,0.0,2026-01-12,Kolkata,1.7172,55.98,41–50,2026-01
LOAN100165,Rahul Mishra,39,Other,Single,PhD,Jaipur,Rajasthan,Business Owner,15.6,805220,23064,Education Loan,678138,48,729,0.25,0,0,Company Provided,Yes,723072,Yes,22.0,2,623947,low,Approved,11.17,2025-12-18,Pune,1.1874,27.05,31–40,2025-12
LOAN100166,Nikhil Mishra,22,Female,Divorced,Master's,Ahmedabad,Gujarat,Salaried,12.8,691520,21125,Business Loan,2817835,120,722,0.281,2,0,Parental,No,0,Yes,17.4,6,1878059,low,Approved,11.46,2026-01-06,Kolkata,0.2454,88.9,21–30,2026-01
LOAN100167,Kavya Reddy,57,Female,Single,Diploma,Indore,Madhya Pradesh,Salaried,15.7,417114,16735,Gold Loan,337342,240,627,0.295,1,1,Rented,No,0,No,2.7,4,419625,medium,Under Review,0.0,2025-11-19,Bangalore,1.2365,25.07,51–64,2025-11
LOAN100168,Rekha Pillai,30,Other,Married,Master's,Mumbai,Maharashtra,Salaried,12.9,547232,23719,Home Loan,7664946,24,743,0.347,1,0,Owned,Yes,8192763,Yes,22.9,7,940254,low,Approved,11.38,2025-11-17,Bangalore,0.0714,39.64,21–30,2025-11
LOAN100169,Suresh Bose,52,Female,Married,High School,Chennai,Tamil Nadu,Self-Employed,1.5,1186098,65177,Car Loan,1006598,36,771,0.369,0,0,Rented,No,0,Yes,15.8,1,944937,low,Approved,10.93,2026-01-07,Kolkata,1.1783,14.5,51–64,2026-01
LOAN100170,Kavya Bose,59,Male,Single,Diploma,Bangalore,Karnataka,Freelancer,10.1,191684,10428,Business Loan,1977725,12,610,0.674,1,2,Parental,Yes,2240759,Yes,1.7,5,93418,high,Rejected,0.0,2025-11-18,Hyderabad,0.0969,8.96,51–64,2025-11
LOAN100171,Priya Agarwal,49,Male,Married,Bachelor's,Chennai,Tamil Nadu,Salaried,16.8,817465,37088,Car Loan,1776603,12,686,0.517,5,1,Rented,No,0,No,18.9,6,909476,medium,Approved,13.37,2026-04-25,Delhi,0.4601,24.52,41–50,2026-04
LOAN100172,Vivek Kumar,61,Other,Divorced,Bachelor's,Vadodara,Gujarat,Business Owner,16.5,2239641,95337,Personal Loan,502421,84,713,0.609,2,0,Rented,Yes,504924,Yes,15.5,4,834135,medium,Under Review,0.0,2025-11-24,Delhi,4.4577,8.75,51–64,2025-11
LOAN100173,Divya Verma,43,Other,Widowed,PhD,Chennai,Tamil Nadu,Freelancer,17.0,518738,25576,Gold Loan,337004,60,546,0.592,5,2,Company Provided,Yes,504332,No,20.3,5,1378187,high,Rejected,0.0,2026-03-06,Ahmedabad,1.5393,53.89,41–50,2026-03
LOAN100174,Shreya Agarwal,32,Female,Single,Bachelor's,Mumbai,Maharashtra,Self-Employed,12.7,380041,13930,Home Loan,7350121,24,554,0.411,5,1,Rented,Yes,6946831,Yes,16.2,4,792594,high,Rejected,0.0,2026-02-28,Delhi,0.0517,56.9,31–40,2026-02
LOAN100175,Geeta Kapoor,46,Other,Single,Diploma,Mumbai,Maharashtra,Business Owner,15.5,1020891,32124,Personal Loan,552926,240,789,0.292,0,0,Parental,Yes,574464,No,22.9,3,2452078,low,Approved,10.18,2025-11-20,Bangalore,1.8463,76.33,41–50,2025-11
LOAN100176,Lata Patel,21,Other,Divorced,PhD,Hyderabad,Telangana,Freelancer,11.0,580873,28558,Car Loan,933054,180,771,0.412,2,0,Parental,Yes,1278206,Yes,5.6,4,1203688,low,Approved,11.14,2026-02-03,Delhi,0.6226,42.15,21–30,2026-02
LOAN100177,Shreya Kumar,41,Female,Divorced,High School,Surat,Gujarat,Self-Employed,7.8,822994,28022,Personal Loan,184942,12,655,0.386,3,1,Owned,Yes,198386,No,22.0,2,943292,medium,Under Review,0.0,2026-02-16,Chennai,4.45,33.66,41–50,2026-02
LOAN100178,Rohan Bose,54,Other,Single,Master's,Vadodara,Gujarat,Unemployed,0.0,28453,1569,Personal Loan,445475,36,682,0.295,5,1,Rented,No,0,Yes,8.8,0,42003,medium,Approved,12.33,2025-12-21,Ahmedabad,0.0639,26.77,51–64,2025-12
LOAN100179,Ananya Bose,39,Female,Single,High School,Lucknow,Uttar Pradesh,Business Owner,18.8,1247786,44129,Car Loan,1109764,24,589,0.579,3,1,Owned,No,0,Yes,8.7,2,3335454,medium,Rejected,0.0,2026-04-08,Ahmedabad,1.1244,75.58,31–40,2026-04
LOAN100180,Rahul Bose,22,Other,Single,Bachelor's,Bangalore,Karnataka,Salaried,4.6,823203,24677,Business Loan,5753799,60,674,0.506,5,0,Parental,No,0,Yes,0.9,0,1553950,medium,Approved,13.55,2025-12-24,Delhi,0.1431,62.97,21–30,2025-12
LOAN100181,Pooja Shah,63,Female,Widowed,High School,Nagpur,Maharashtra,Self-Employed,5.8,583963,17131,Business Loan,2770364,84,618,0.47,2,0,Company Provided,Yes,2548437,Yes,3.1,6,121878,medium,Under Review,0.0,2026-01-15,Pune,0.2108,7.11,51–64,2026-01
LOAN100182,Suresh Malhotra,37,Male,Widowed,PhD,Rajkot,Gujarat,Self-Employed,6.6,322136,9468,Gold Loan,58773,180,594,0.677,2,1,Company Provided,No,0,Yes,11.7,6,666567,high,Rejected,0.0,2026-01-05,Kolkata,5.481,70.4,31–40,2026-01
LOAN100183,Sneha Reddy,36,Female,Widowed,Master's,Indore,Madhya Pradesh,Self-Employed,12.5,745235,19382,Car Loan,430057,36,742,0.401,2,0,Company Provided,No,0,Yes,9.1,7,1051275,low,Approved,11.66,2026-03-22,Ahmedabad,1.7329,54.24,31–40,2026-03
LOAN100184,Rajesh Singh,28,Female,Widowed,Master's,Nagpur,Maharashtra,Business Owner,8.4,2133478,95333,Business Loan,4674697,36,693,0.453,1,1,Rented,No,0,Yes,13.9,0,6236114,medium,Under Review,0.0,2026-01-26,Delhi,0.4564,65.41,21–30,2026-01
LOAN100185,Manoj Joshi,61,Male,Single,PhD,Vadodara,Gujarat,Business Owner,9.0,2151995,113822,Car Loan,1339762,120,801,0.375,0,0,Owned,No,0,No,8.5,1,727544,low,Approved,10.36,2026-01-11,Bangalore,1.6063,6.39,51–64,2026-01
LOAN100186,Riya Patel,34,Male,Married,Diploma,Jaipur,Rajasthan,Business Owner,13.9,694624,37909,Education Loan,1822822,24,585,0.669,5,3,Owned,Yes,1941738,Yes,16.7,0,962939,high,Rejected,0.0,2026-02-19,Pune,0.3811,25.4,31–40,2026-02
